1 "ABBOTT, HARVEY L."
5343 "Salem, Raphael"
5344 "Salinas, Luis C."
5345 "Salinas, Norberto"
5346 "Salinier, Alain"
5347 "Sallay, Melanie"
5348 "Sallows, Lee C. F."
5349 "Salminen, Paavo"
5350 "Salomaa, Arto K."
5351 "Salowe, Jeffrey S."
5352 "Salzborn, Franz J. M."
5353 "Samad, Tariq"
5354 "Samorodnitsky, Alex"
5355 "Samuels, P."
5356 "Sanchis, Laura A."
5357 "Sander, J. W."
5358 "Sanders, Daniel P."
5359 "Sanders, J. W."
5360 "Sands, Bill"
5361 "Sane, Sharad S."
5362 "Sankaranarayanan, Ayyadurai"
5363 "Sankoff, David"
5364 "Santha, Miklos"
5365 "Santharoubane, L. J."
5366 "Santoro, Nicola"
5367 "Sanyal, Barun K."
5368 "Sanyal, Sugata"
5369 "Saouter, Yannick"
5370 "Saphar, Pierre David"
5371 "Sapir, Mark V."
5372 "Sapozhenko, Alexander A."
5373 "Sarabia Alegria, Jose Maria"
5374 "Saradha, Natarajan"
5375 "Saran, Jagdish"
5376 "Sarbadhikari, H."
5377 "Sarkadi, Karoly"
5378 "Sarkar, Palash"
5379 "Sarnak, Peter"
5380 "Sarsfield, Richard"
5381 "Sarvate, Dinesh G."
5382 "Sarwate, Dilip V."
5383 "Sasson, Ori"
5384 "Sastry, Sreerama"
5385 "Sathre, Leroy"
5386 "Sato, Daihachiro"
5387 "Satratzemi, Maria"
5388 "Satyanarayana, Appajosyula"
5389 "Saucier, Gabriele"
5390 "Savage, Carla D."
5391 "Savage, John E."
5392 "Savelev, L. Ya."
5393 "Savelsbergh, Martin W. P."
5394 "Savicky, Petr"
5395 "Saxena, Anjula"
5396 "Saxena, Prashant"
5397 "Saxena, R. B."
5398 "Saxl, Jan"
5399 "Sayano, Masahiro"
5400 "Saylor, D. P."
5401 "Saylor, Paul E."
5402 "Sbihi, Najiba"
5403 "Scarborough, C. T."
5404 "Scarf, Herbert E."
5405 "Scedrov, Andrej"
5406 "Schaal, Daniel"
5407 "Schacher, Murray M."
5408 "Schaefer, Thomas J."
5409 "Schaeffer, A. C."
5410 "Schaffer, Alejandro A."
5411 "Schatz, J. A."
5412 "Schauble, Manfred"
5413 "Schechtman, Gideon"
5414 "Scheepers, Marion"
5415 "Scheick, John T."
5416 "Schein, Boris M."
5417 "Scheinerman, Edward R."
5418 "Schellenberg, Paul J."
5419 "Scherk, John"
5420 "Schermann, Klara"
5421 "Schevon, Catherine A."
5422 "Schieber, Baruch"
5423 "Schiemann, Alexander"
5424 "Schiermeyer, Ingo"
5425 "Schiffer, Menahem M."
5426 "Schilling, O. F. G."
5427 "Schillo, Paul"
5428 "Schindler, D."
5429 "Schipperus, Rene"
5430 "Schlag, Wilhelm"
5431 "Schlechta, Karl"
5432 "Schlee, Glen A."
5433 "Schlesinger, Ernest C."
5434 "Schleusner, John W."
5435 "Schlickewei, Hans Peter"
5436 "Schlitt, Greg M."
5437 "Schmeichel, Edward F."
5438 "Schmeisser, Gerhard"
5439 "Schmerl, James H."
5440 "Schmetterer, Leopold"
5441 "Schmidt, Darrell"
5442 "Schmidt, E. Tamas"
5443 "Schmidt, Jurgen"
5444 "Schmidt, Rudiger"
5445 "Schmidt, Wolfgang M."
5446 "Schmitt, William R."
5447 "Schneeberger, William A."
5448 "Schneider, Bruce"
5449 "Schneider, Hans"
5450 "Schneider, Rolf"
5451 "Schnell, Edit"
5452 "Schnitger, Georg"
5453 "Schnorr, Claus-Peter"
5454 "Schnyder, Walter Albert"
5455 "Schoen, Tamasz"
5456 "Schoenberg, Isaac Jacob"
5457 "Schoenfeld, Lowell"
5458 "Schofield, Norman J."
5459 "Schoissengeier, Johannes"
5460 "Schon, J. Christian"
5461 "Schonert, Martin"
5462 "Schonhage, Arnold"
5463 "Schopf, Peter"
5464 "Schouten, J. A."
5465 "Schrader, Rainer"
5466 "Schrag, Gerald C."
5467 "Schrandt, R. G."
5468 "Schreier, J."
5469 "Schreuder, Hans T."
5470 "Schrijver, Alexander"
5471 "Schroeppel, Richard"
5472 "Schughart, Martin"
5473 "Schulman, Lawrence S."
5474 "Schultz, Kelly"
5475 "Schultz, Michelle"
5476 "Schultz, Phillip"
5477 "Schulze, Volker"
5478 "Schumaker, Larry L."
5479 "Schumitzky, Alan"
5480 "Schur, Issai"
5481 "Schuss, Zeev"
5482 "Schwabe, Eric J."
5483 "Schwabhauser, Wolfram"
5484 "Schwaiger, Jens"
5485 "Schwander, Peter"
5486 "Schwartz, D. E."
5487 "Schwartz, Jacob T."
5488 "Schwarz, Binyamin"
5489 "Schwarz, Wolfgang Karl"
5490 "Schwarzkopf, Otfried"
5491 "Schweiger, Fritz"
5492 "Schweigert, Dietmar"
5493 "Scoppola, Carlo M."
5494 "Scott, Alexander D."
5495 "Scott, Dana S."
5496 "Scott, Debra Diny"
5497 "Scott, R. L."
5498 "Scott, S. H."
5499 "Scott, Terrence R."
5500 "Scott, W. R."
5501 "Scoville, Richard"
5502 "Scully, Daniel J."
5503 "Seah, Eric S."
5504 "Seberry, Jennifer R."
5505 "Sedighian, Kamran"
5506 "Sediva-Trnkova, Vera"
5507 "Sedlmeyer, Robert L."
5508 "Seeley, Thomas D."
5509 "Seeman, Tamar"
5510 "Seemann, Markus"
5511 "Segal, E."
5512 "Segre, Beniamino"
5513 "Seidel, Johan Jacob"
5514 "Seidel, Raimund"
5515 "Seidel, Steven R."
5516 "Seif, Steven"
5517 "Seifter, Norbert"
5518 "Seitz, Gary M."
5519 "Selberg, Atle"
5520 "Selvaraj, Chikkanna R."
5521 "Semanisin, Gabriel"
5522 "Sember, John J."
5523 "Semmes, Stephen W."
5524 "Semmler, Klaus-Dieter"
5525 "Sen, Malay Kumar"
5526 "Sendov, Blagovest"
5527 "Seneta, Eugene"
5528 "Senge, Hans G."
5529 "Senior, Thomas B. A."
5530 "Seoud, M. A."
5531 "Seow, C. S."
5532 "Serdyukov, A. I."
5533 "Serfling, Robert"
5534 "Serinko, Regis J."
5535 "Sertel, Murat R."
5536 "Servatius, Brigitte"
5537 "Servatius, Herman"
5538 "Sessa, Salvatore"
5539 "Seth, Daniel L."
5540 "Sevastianov, Sergey V."
5541 "Sevcik, Kenneth C."
5542 "Sexton, Harlan B."
5543 "Seyffarth, Karen"
5544 "Seymour, Paul D."
5545 "Sgall, Jiri"
5546 "Sha, Ji Chang"
5547 "Shader, Bryan L."
5548 "Shafir, Ofer"
5549 "Shah, Kirti R."
5550 "Shah, Swarupchand M."
5551 "Shaheen, Ramy S."
5552 "Shahidi, Freydoun"
5553 "Shahrokhi, Farhad"
5554 "Shaker, Richard J."
5555 "Shaki, Ahiezer S."
5556 "Shalaby, Nabil"
5557 "Shalev, Aner"
5558 "Shallcross, David F."
5559 "Shami, Ziv"
5560 "Shamir, Adi"
5561 "Shamir, Eliahu"
5562 "Shamir, Ron"
5563 "Shamula, Marc"
5564 "Shank, Herbert S."
5565 "Shanks, Daniel"
5566 "Shannon, Anthony G."
5567 "Shannon, Gregory E."
5568 "Shao, Qi Man"
5569 "Shapiro, Daniel B."
5570 "Shapiro, Henry D."
5571 "Shapiro, Jacob"
5572 "Shapiro, Joel H."
5573 "Sharan, Roded"
5574 "Sharir, Micha"
5575 "Sharma, Vickram"
5576 "Sharp, Henry, Jr."
5577 "Shasha, Dennis E."
5578 "Shastri, Aditya"
5579 "Shatalov, Victor E."
5580 "Shavit, A."
5581 "Shavit, Nir"
5582 "Shawe-Taylor, John"
5583 "Shearer, James B."
5584 "Sheehan, John"
5585 "Sheil-Small, Terence Brian"
5586 "Sheingorn, Mark"
5587 "Shekhtman, Boris"
5588 "Shen, Hao"
5589 "Shen, Hong-2"
5590 "Shen, Xie Chang"
5591 "Shenker, Scott"
5592 "Shephard, Geoffrey C."
5593 "Shepp, Lawrence A."
5594 "Sherk, F. Arthur"
5595 "Sherman, N."
5596 "Sherman, Seymour"
5597 "Shermer, Thomas C."
5598 "Sherwani, Naveed A."
5599 "Shi, Nian Dong"
5600 "Shi, Rong Hua-1"
5601 "Shi, Sheng G."
5602 "Shi, Weiping"
5603 "Shi, Xian Liang"
5604 "Shi, Zhan"
5605 "Shieh, Narn-Rueih"
5606 "Shieh, Yuh-Pyng"
5607 "Shields, Paul C."
5608 "Shier, Douglas R."
5609 "Shiloach, Yossi"
5610 "Shiloh, Amnon"
5611 "Shimizu, T."
5612 "Shimogaki, Tetsuya"
5613 "Shimshoni, M."
5614 "Shimura, Goro"
5615 "Shinar, Josef"
5616 "Shing, Man-Tak"
5617 "Shiokawa, Iekata"
5618 "Shioya, Masahiro"
5619 "Shirokov, Nikolai A."
5620 "Shitovitz, Benyamin"
5621 "Shiu, Peter"
5622 "Shiu, Wai-Chee"
5623 "Shiue, Peter Jau-Shyong"
5624 "Shlapentokh, Alexandra"
5625 "Shmoys, David B."
5626 "Shoji, Toshiaki"
5627 "Shor, Peter W."
5628 "Shorack, Galen R."
5629 "Shore, Richard A."
5630 "Shore, Samuel D."
5631 "Shostak, Robert E."
5632 "Shparlinski, Igor E."
5633 "Shpektorov, Sergey V."
5634 "Shrikhande, Mohan S."
5635 "Shrikhande, S. S."
5636 "Shtogrin, Mikhail I."
5637 "Shult, Ernest E."
5638 "Shumays, Sami"
5639 "Shur, Walter"
5640 "Shure, B. N."
5641 "Shyr, Huei Jan"
5642 "Si-Kaddour, Hamza"
5643 "Sibert, W. L."
5644 "Sichler, Jiri"
5645 "Siders, Ryan Chauncey"
5646 "Sidorenko, Alexander F."
5647 "Siegert, Arnold J. F."
5648 "Siegmann, William L."
5649 "Sieniutycz, Stanislaw"
5650 "Sierpinski, Waclaw"
5651 "Sifrony, Shmuel"
5652 "Silberger, Donald M."
5653 "Silva, Anne"
5654 "Silverman, Joseph H."
5655 "Silverman, Richard A."
5656 "Silverman, Robert D."
5657 "Simeone, Bruno"
5658 "Simic, Slobodan K."
5659 "Simms, John C."
5660 "Simon, Burton"
5661 "Simon, Daniel R."
5662 "Simon, Istvan"
5663 "Simon, Janos"
5664 "Simon, Jonathan"
5665 "Simon, Karoly"
5666 "Simon, Petr"
5667 "Simoncini, Luca"
5668 "Simonelli, Italo"
5669 "Simons, Christopher S."
5670 "Simons, William"
5671 "Simonson, Shai"
5672 "Simonyi, Gabor"
5673 "Simpson, James E."
5674 "Simpson, R. Jamie"
5675 "Simpson, Stephen G."
5676 "Sims, Julie A."
5677 "Sinajova, Edita"
5678 "Sinclair, Alistair"
5679 "Singer, Michael F."
5680 "Singh, Adit D."
5681 "Singh, Daljit"
5682 "Singh, K. K."
5683 "Singh, Kesar"
5684 "Singh, Kuldip-1"
5685 "Singh, Vikramaditya-1"
5686 "Singleton, Robert R."
5687 "Sinka, Zs."
5688 "Sinor, Dale"
5689 "Sion, Maurice"
5690 "Sirisaengtaksin, Ongard"
5691 "Siskakis, Aristomenis"
5692 "Sita Ramaiah, V."
5693 "Sitaramachandra Rao, Rudrabhatla"
5694 "Sitaraman, Ramesh K."
5695 "Siva Rama Prasad, Vangala"
5696 "Sivakumar, D."
5697 "Sivakumaran, V."
5698 "Sivarajan, Kumar N."
5699 "Siwek, Edward"
5700 "Skiena, Steven Sol"
5701 "Skinner, Chris M."
5702 "Skinner, Jasper Dale, II"
5703 "Skodan, Jozef"
5704 "Skolem, Thoralf Albert"
5705 "Skordev, Gencho S."
5706 "Skoviera, Martin"
5707 "Skrien, Dale"
5708 "Skula, Ladislav"
5709 "Skupien, Zdzislaw"
5710 "Skwarczynski, Maciej"
5711 "Slae, Menahem"
5712 "Slamin"
5713 "Slater, Morton L."
5714 "Slater, Peter J."
5715 "Slepian, David"
5716 "Sloan, Alan D."
5717 "Sloane, Neil James Alexander"
5718 "Slotnick, D. L."
5719 "Slud, Eric V."
5720 "Smeliansky, Pavel Y."
5721 "Smimshoni, Michael"
5722 "Smital, Jaroslav"
5723 "Smith, Cedric A. Bardell"
5724 "Smith, Charles R."
5725 "Smith, Claudia"
5726 "Smith, Edgar C., Jr."
5727 "Smith, Frank A."
5728 "Smith, George F."
5729 "Smith, Hal L."
5730 "Smith, Jeffrey W."
5731 "Smith, John Howard"
5732 "Smith, Kenneth W."
5733 "Smith, Paul"
5734 "Smith, Philip W."
5735 "Smith, Ricardo A."
5736 "Smith, Robert Arnold"
5737 "Smith, Roger R."
5738 "Smith, Scott F."
5739 "Smith, Simon J."
5740 "Smith, Temple F."
5741 "Smith, Warren D."
5742 "Smith, Wayne Stewart"
5743 "Smith, William Boyce"
5744 "Smithdorf, Vivienne"
5745 "Smithies, Frank"
5746 "Smolikova, Petra"
5747 "Smuga-Otto, M. J."
5748 "Smyth, Cliff"
5749 "Smyth, William F."
5750 "Snevily, Hunter S."
5751 "Snir, Marc"
5752 "Snir, Sagi"
5753 "Snoeyink, Jack"
5754 "Snow, Susan"
5755 "Snyder, D. A."
5756 "Snyder, Lawrence"
5757 "Sobel, Milton"
5758 "Soicher, Leonard H."
5759 "Sokolowsky, D."
5760 "Sole, Patrick"
5761 "Solomon, Gustave"
5762 "Solomon, Ronald M."
5763 "Solot, Ph."
5764 "Solovay, Robert M."
5765 "Soltan, Valeriu P."
5766 "Soltankhah, Nasrin"
5767 "Soltes, Lubomir"
5768 "Solymosi, Jozsef"
5769 "Solynin, Alexander Yu."
5770 "Somani, Arun K."
5771 "Somer, Lawrence"
5772 "Somerset, Douglas W. B."
5773 "Sommer, Manfred"
5774 "Somorjai, Gabor"
5775 "Soner, Halil Mete"
5776 "Song, Guo Dong"
5777 "Song, Hong Y."
5778 "Song, Seok-Zun"
5779 "Sopena, Eric"
5780 "Sorensen, Bo Aagaard"
5781 "Sorenson, Jonathan Paul"
5782 "Sorger, Hartwig"
5783 "Sorkin, Gregory B."
5784 "Sotak, Roman"
5785 "Soto-Andrade, Jorge"
5786 "Sotteau, Dominique"
5787 "Soukup, Lajos"
5788 "Soundararajan, K."
5789 "Souvaine, Diane"
5790 "Sovegjarto, Andras"
5791 "Spafford, Eugene H."
5792 "Sparer, Gerson H."
5793 "Speed, Terence P."
5794 "Speer, Eugene R."
5795 "Spence, Edward"
5796 "Spencer, J. J."
5797 "Spencer, Thomas H."
5798 "Speranza, Maria Grazia"
5799 "Spilker, Jurgen"
5800 "Spillinger, Ilan"
5801 "Spinas, Otmar"
5802 "Spinrad, Jeremy P."
5803 "Spissich, Laszlo"
5804 "Spitkovsky, Valentin I."
5805 "Spitz, Eli"
5806 "Spitzer, Frank"
5807 "Sprague, Alan P."
5808 "Spresser, Diane M."
5809 "Springer, Tonny Albert"
5810 "Springsteel, Frederick N."
5811 "Sprinkle, H. D."
5812 "Spurgeon, Sarah K."
5813 "Spyratos, Michael"
5814 "Squire, Matthew B."
5815 "Squires, William A."
5816 "Sreedharan, V. P."
5817 "Srimani, Pradip K."
5818 "Srinivas, Kotyada"
5819 "Srinivasan, Aravind"
5820 "Srinivasan, N."
5821 "Srinivasan, Seshadri"
5822 "Srinivasiengar, C. N."
5823 "Srivastava, H. M."
5824 "Srivastava, Hari M."
5825 "Srivastava, Shashi Mohan"
5826 "Srour, Gabriel"
5827 "St. John, Katherine"
5828 "Stabnow, Michael R."
5829 "Stacey, Alan M."
5830 "Stacey, K. C."
5831 "Stacho, Ladislav"
5832 "Stacho, Laszlo L."
5833 "Staddon, Jessica N."
5834 "Stafford, Katie"
5835 "Stahl, Herbert"
5836 "Stahl, Jurgen"
5837 "Stakenas, V."
5838 "Stamatiou, Yannis C."
5839 "Standish, Charles"
5840 "Stanford, Miriam"
5841 "Stangler, S. S."
5842 "Stanley, Lee J."
5843 "Stanley, Richard P."
5844 "Stanojevic, Caslav V."
5845 "Stanton, Ralph G."
5846 "Stapper, Charles H."
5847 "Starbird, Michael P."
5848 "Stares, Ian S."
5849 "Stark, Dudley"
5850 "Stark, Harold M."
5851 "Stark, Wayne E."
5852 "Stati, Sorin"
5853 "Statman, Richard"
5854 "Stavi, Jonathan"
5855 "Stavrakas, Nick M."
5856 "Stearne, Martin"
5857 "Stechkin, B. S."
5858 "Stechkin, Sergei Borisovic"
5859 "Stechmuller, T."
5860 "Steck, George P."
5861 "Steel, Michael Anthony"
5862 "Steele, J. Michael"
5863 "Stef, Andre"
5864 "Stefan, Janaqi"
5865 "Stefanicki, Tomasz"
5866 "Stefankovic, Daniel"
5867 "Steffens, Karsten"
5868 "Stege, Kurt"
5869 "Steger, Angelika"
5870 "Stehman, Jeff B."
5871 "Steiger, William L."
5872 "Steiglitz, Kenneth"
5873 "Stein, Elias M."
5874 "Stein, Myron L."
5875 "Stein, Paul R."
5876 "Stein, Peter"
5877 "Steinberg, Richard"
5878 "Steinebach, Josef"
5879 "Steiner, George"
5880 "Steinhaus, Hugo"
5881 "Steinhorn, Charles I."
5882 "Steinig, John"
5883 "Stemmler, Rosemarie M."
5884 "Stenger, Frank"
5885 "Stephenson, Kenneth"
5886 "Steprans, Juris"
5887 "Sterboul, Francois"
5888 "Sterling, G."
5889 "Sterling, Leon S."
5890 "Stern, Jacques"
5891 "Stern, Joseph"
5892 "Stern, Julien P."
5893 "Stern, Nicholas"
5894 "Sternberg, Shlomo"
5895 "Sternfeld, Robert"
5896 "Sternin, Boris Yu."
5897 "Sternin, Chayim"
5898 "Stewart, Bonnie M."
5899 "Stewart, G. W."
5900 "Stewart, Lorna K."
5901 "Stewart, M. James"
5902 "Stewart, Neil Frederick"
5903 "Steyaert, Jean-Marc"
5904 "Stiebitz, Michael"
5905 "Stillinger, Frank H., Jr."
5906 "Stockler, Joachim"
5907 "Stockmeyer, Larry J."
5908 "Stockmeyer, Paul K."
5909 "Stohr, Alfred"
5910 "Stojakovic, Mirko D."
5911 "Stojmenovic, Ivan"
5912 "Stolarsky, Kenneth B."
5913 "Stolfi, Jorge"
5914 "Stone, Marshall Harvey"
5915 "Stone, Michael G."
5916 "Stone, Richard E."
5917 "Storer, Thomas"
5918 "Stothers, W. Wilson"
5919 "Stout, Quentin"
5920 "Stoy, Joseph E."
5921 "Straffin, Phillip D., Jr."
5922 "Strand, Matthew"
5923 "Strassen, Volker"
5924 "Strauch, Oto"
5925 "Strauss, Dona"
5926 "Strauss, Hans"
5927 "Strauss, Martin Joel"
5928 "Straw, Mark"
5929 "Stray, Arne"
5930 "Strayer, Heidi J."
5931 "Strecker, George E."
5932 "Stricker, Markus A."
5933 "Stringer, John"
5934 "Strobl, Reto"
5935 "Stroeker, Roelof Jacobus"
5936 "Strommer, Thomas O."
5937 "Stromquist, Walter"
5938 "Strungmann, Lutz"
5939 "Struppeck, Thomas"
5940 "Studier, James"
5941 "Studier, James A."
5942 "Stueckle, Samuel"
5943 "Sturmfels, Bernd"
5944 "Sturtevant, Dean G."
5945 "Stutz, C."
5946 "Stux, Ivan E."
5947 "Styan, George P. H."
5948 "Su, Lo Yung"
5949 "Su, Stephen Y. H."
5950 "Subrahmanya Sastri, V. V."
5951 "Subramanian, P. S."
5952 "Suchower, Stephan J."
5953 "Suciu, Dan"
5954 "Sudakov, Benny"
5955 "Sudan, Madhu"
5956 "Sudbery, Anthony"
5957 "Sudderth, William D."
5958 "Suel, Torsten"
5959 "Suffel, Charles L."
5960 "Suffridge, Ted J."
5961 "Sugunamma, M."
5962 "Sukthankar, Neela S."
5963 "Sulanke, Rolf"
5964 "Sulyok, Miklos"
5965 "Sumner, David P."
5966 "Sun, Feng"
5967 "Sun, Liang"
5968 "Sun, Liping"
5969 "Sun, Qi"
5970 "Sun, Shi Xin"
5971 "Sun, Xiaodong"
5972 "Sun, Zhi Wei"
5973 "Sundaram, Ravi"
5974 "Sundberg, Carl"
5975 "Sunderam, V. S."
5976 "Super, Douglas"
5977 "Suranyi, Laszlo"
5978 "Suri, Subhash"
5979 "Suryanarayana, D."
5980 "Sussman, Dana Ellen"
5981 "Sussmann, Yoram J."
5982 "Sutner, Klaus"
5983 "Suzuki, Hiroshi"
5984 "Svarc, Rudolf"
5985 "Svarer, Claus"
5986 "Sverak, Vladimir"
5987 "Svestka, Petr"
5988 "Swanson, Laif"
5989 "Swart, David"
5990 "Swartz, Blair K."
5991 "Sweedyk, Z."
5992 "Sweeney, Jason Pierre"
5993 "Swetits, John J."
5994 "Swift, J. Dean"
5995 "Swinnerton-Dyer, H. Peter F."
5996 "Sykora, Ondrej"
5997 "Syrotiuk, Violet R."
5998 "Syslo, Maciej M."
5999 "Szabadvary, L."
6000 "Szabo, Csaba"
6001 "Szabo, Janos"
6002 "Szabo, Laszlo"
6003 "Szabo, Sandor"
6004 "Szabo, Tamas"
6005 "Szabo, Tamas Zoltan"
6006 "Szabo, Tibor"
6007 "Szalay, Laszlo"
6008 "Szalkai, Istvan"
6009 "Szasz, Ferenc Andor"
6010 "Szasz, Otto"
6011 "Szczerba, Leslaw W."
6012 "Szekely, Gabor J."
6013 "Szendrei, Agnes"
6014 "Szentagothai, Janos"
6015 "Szentmartony, Tibor"
6016 "Szentmiklossy, Zoltan"
6017 "Szep, Jeno"
6018 "Szeptycki, Paul J."
6019 "Szeptycki, Pawel"
6020 "Szigeti, Ferenc"
6021 "Szigeti, Jeno"
6022 "Szigeti, Zoltan"
6023 "Szilard, Andrew"
6024 "Szilvay, Gezane"
6025 "Szmielew, Wanda"
6026 "Szonyi, Tamas"
6027 "Szpankowski, Wojciech"
6028 "Szucs, Andras"
6029 "Szucs, Jozsef"
6030 "Szwarcfiter, Jayme L."
6031 "Szymanska, Edyta"
6032 "Szymanski, Andrzej"
6033 "Ta-Shma, Amnon"
6034 "Taake, G."
6035 "Tachibana, Shun-ichi"
6036 "Tagansky, Boaz"
6037 "Tahir, Muzahim Bani"
6038 "Taibleson, Mitchell H."
6039 "Taillie, Charles"
6040 "Takacs, Lajos"
6041 "Takacsi-Nagy, Pal"
6042 "Takeuti, Gaisi"
6043 "Talamo, Maurizio"
6044 "Tall, Franklin D."
6045 "Tallos, Peter"
6046 "Talysheva, L. A."
6047 "Tamaki, Jeanne K."
6048 "Tamari, Dov"
6049 "Tamarkin, J. D."
6050 "Tamir, Arie"
6051 "Tamura, Jun-ichi"
6052 "Tan, Hwee Huat"
6053 "Tan, S. K."
6054 "Tanaka, Hiroshi"
6055 "Tandori, Karoly"
6056 "Tanenbaum, Paul J."
6057 "Tang, Betty"
6058 "Tang, Donald T."
6059 "Tang, Ting Zai"
6060 "Tanigawa, Yoshio"
6061 "Tannenbaum, Peter"
6062 "Tanner, Jonathan W."
6063 "Tannor, David"
6064 "Tao, J."
6065 "Tapia, Richard A."
6066 "Tarabova, Anna"
6067 "Taraz, Anusz"
6068 "Tardif, Claude"
6069 "Tardos, Eva"
6070 "Tardos, Gabor"
6071 "Tarjan, Robert E."
6072 "Tarnai, Tibor"
6073 "Tarsi, Michael"
6074 "Tartaglia, Maria"
6075 "Tarwater, J. Dalton"
6076 "Tassa, Uzi"
6077 "Tataram, Monica"
6078 "Taubenfeld, Gadi"
6079 "Taussky-Todd, Olga"
6080 "Taylor, Angela C."
6081 "Taylor, B. Alan"
6082 "Taylor, Charles C."
6083 "Taylor, Donald E."
6084 "Taylor, Gerald D."
6085 "Taylor, Howard M."
6086 "Taylor, Mark"
6087 "Taylor, Stephen Eugene"
6088 "Tazawa, Shinsei"
6089 "Tchuente, Maurice"
6090 "Riele, Herman J. J."
6091 "Teague, David N."
6092 "Teague, Vanessa Joy"
6093 "Tegmark, Max"
6094 "Teh, Hoon Heng"
6095 "Teicher, Henry"
6096 "Teichmann, Marek"
6097 "Teirlinck, Luc"
6098 "Tel, Gerard"
6099 "Telcs, Andras"
6100 "Telgarsky, Rastislav"
6101 "Temesvari, Agota H."
6102 "Temkin, Mikhail"
6103 "Temme, Nico M."
6104 "Have, Gabrielle Nicoline"
6105 "Tenenbaum, Morris"
6106 "Teng, Shang-Hua"
6107 "Teo, Boon K."
6108 "Teo, Kee-Leong"
6109 "Teo, Kok Lay"
6110 "Terjanian, Guy"
6111 "Terras, Audrey Anne"
6112 "Terras, Riho"
6113 "Terwillinger, Paul"
6114 "Tettamanti, Karoly"
6115 "Tetunashvili, Sh. T."
6116 "Tevy, Ionel"
6117 "Thaheem, A. B."
6118 "Thas, Joseph Adolphe"
6119 "Thathachar, Jayram S."
6120 "Theobald, Thorsten"
6121 "Thiele, Torsten"
6122 "Thoelecke, P. A."
6123 "Thoma, Lubos"
6124 "Thomas, Barbara V. Smith"
6125 "Thomas, Doreen Anne"
6126 "Thomas, George Rubin"
6127 "Thomas, Robin"
6128 "Thomas, Simon"
6129 "Thomason, Andrew G."
6130 "Thomasse, Stephan"
6131 "Thompson, C. L."
6132 "Thompson, Colin J."
6133 "Thompson, George Gerald"
6134 "Thomson, Brian S."
6135 "Thomson, Jan McDonald"
6136 "Thornquist, Heidi"
6137 "Thron, Wolfgang Joseph"
6138 "Thu, T. D."
6139 "Thumser, Wolfgang"
6140 "Tiago de Oliveira, Jose"
6141 "Tian, Song Lin"
6142 "Tiba, Dan"
6143 "Tichy, Robert Franz"
6144 "Tihonov, Andrei Nikolaevic"
6145 "Tijssen, Gert A."
6146 "Tikk, Domonkos"
6147 "Tillson, Timothy W."
6148 "Timofeev, Nikolai M."
6149 "Timoney, Rochard M."
6150 "Tindell, Ralph"
6151 "Tiser, Jaroslav"
6152 "Titus, Charles J."
6153 "Tiwari, Prasoon"
6154 "Tkac, Michal"
6155 "Todd, Aaron R."
6156 "Todd, John"
6157 "Todorcevic, Stevo B."
6158 "Toft, Bjarne"
6159 "Tokushige, Norihide"
6160 "Tolhuizen, Ludo M. G. M."
6161 "Tollis, Ioannis G."
6162 "Tolman, L. Kirk"
6163 "Toma, Vladimir"
6164 "Tomczak-Jaegermann, Nicole"
6165 "Tomescu, Ioan"
6166 "Tomic, Miodrag"
6167 "Tomkinson, M. J."
6168 "Tomlin, John A."
6169 "Tompa, Martin"
6170 "Tonascia, J."
6171 "Tonchev, Vladimir D."
6172 "Tong, Chong Sze"
6173 "Tong, Po"
6174 "Tonge, Fred M."
6175 "Top, Jaap"
6176 "Toppila, Sakari"
6177 "Torner, Gunter"
6178 "Torney, David C."
6179 "Torocsik, Jeno"
6180 "Torok, Eva"
6181 "Torok, Sandor"
6182 "Toros, R."
6183 "Tosic, Ratko"
6184 "Toth, Geza"
6185 "Toussaint, Godfried T."
6186 "Tovarek, Leos"
6187 "Townsend, Douglas W."
6188 "Tran Ngoc Danh"
6189 "Tran Trong Hue"
6190 "Tran Van Trung"
6191 "Trapp, George E."
6192 "Trauth, Charles A., Jr."
6193 "Trautner, Rolf"
6194 "Travis, S."
6195 "Trembinska, Antoinette M."
6196 "Trenk, Ann N."
6197 "Trevisan, Luca"
6198 "Trevisan, Vilmar"
6199 "Treybig, L. Bruce"
6200 "Trick, Michael A."
6201 "Tricot, Claude, Jr."
6202 "Triesch, Eberhard"
6203 "Trinajstic, Nenad"
6204 "Trlifaj, Jan"
6205 "Tromp, John T."
6206 "Tropak, Bogdan"
6207 "Trosborg, Peter J."
6208 "Trotter, Leslie E., Jr."
6209 "Troutman, Brent"
6210 "Troy, Daniel J."
6211 "Truss, John K."
6212 "Truszczynski, Miroslaw"
6213 "Truzzi, Marcello"
6214 "Tsao, Ling Chi"
6215 "Tsaranov, Sergei V."
6216 "Tschirschnitz, Falk"
6217 "Tsintsifas, George A."
6218 "Tsouros, Constantine"
6219 "Tucker, Alan C."
6220 "Tucker, Albert William"
6221 "Tucker, Bessie"
6222 "Tucker, Susan"
6223 "Tucker, Thomas W."
6224 "Tuckerman, Bryant"
6225 "Tuinstra, Hilde"
6226 "Tukey, John W."
6227 "Tulai, N. A."
6228 "Tuler, Randy"
6229 "Tull, Jack P."
6230 "Tuma, Jiri"
6231 "Tuma, Miroslav"
6232 "Turan, Gyorgy"
6233 "Turgeon, Jean M."
6234 "Turjanyi, Sandor"
6235 "Turn, Rein"
